id,display_name,family_id,family_name_ru,object_class,catalog_status,balance_tier,balance_subtier,tier_label,tier_status,tier_source,code_tier_label,engine_tier,caliber,damage,obj_damage_mod,penetration_class,penetration_bonus,crit_chance_scaled,magazine_size,shoot_ap,reload_ap,max_aim_actions,aim_accuracy,burst_shots,auto_shots,recoil,weapon_range,bullet_drop_range,grouping,handling,overwatch_angle,noise,reliability,base_jam_chance,weapon_resource,weapon_resource_max,degrade_per_shot,hand_slot,holster_slot,large_item,cumbersome,cost,scrap_parts,repair_cost,available_attacks,component_slot_count,component_option_count,defaulted_fields,source_file,snapshot_commit
AKM,AKM,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,3,2-3,assigned,google_sheet:ШВ,2-3,2,JAZZ_Caliber_762x39,27,50,1,0,10,30,6000,6000,3,11,3,6,12,39,15,64,-8,1320,55,95,-50,10000,-1,1,TwoHanded,Shoulder,1,0,5200,10,7,BurstFire;AutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,8,31,BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/AKM.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M16A2,M16A2,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,3,2-3,assigned,google_sheet:ШВ,2-3,2,JAZZ_Caliber_556,22,50,1,0,20,30,5000,6000,3,13,3,8,9,48,16,62,-8,1200,52,60,0,5500,-1,1,TwoHanded,Shoulder,1,0,5500,10,11,BurstFire;SingleShot;CancelShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,6,24,BaseJamChance;BurstShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/M16A2.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
AK74,АК74,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,4,2-4,assigned,google_sheet:ШВ,2-4,3,JAZZ_Caliber_545,26,45,1,0,20,30,5000,6000,3,12,3,6,7,48,16,56,-4,1320,49,95,-50,9800,-1,1,TwoHanded,Shoulder,1,0,60000,10,10,BurstFire;AutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,7,14,BurstShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/AK74.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
AR10DMR,AR-10 DMR,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,4,2-4,assigned,google_sheet:СВ,2-4,2,JAZZ_Caliber_762x51,32,80,1,0,30,20,7000,7000,3,15,1,1,32,58,18,59,-18,900,58,65,-10,5000,-1,1,TwoHanded,Shoulder,1,0,14750,10,18,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,2,12,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/AR10DMR.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
HK33,HK33,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,4,2-4,assigned,google_sheet:ШВ,2-4,3,JAZZ_Caliber_556,23,50,1,0,20,30,5000,6000,3,10,4,7,10,46,14,57,0,1320,62,75,-30,7600,-1,1,TwoHanded,Shoulder,1,0,25000,10,14,BurstFire;AutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,9,34,Cumbersome;DegradePerShot;Handling;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/HK33.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
AUG,AUG,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,5,2-5,assigned,google_sheet:ШВ,2-4,3,JAZZ_Caliber_556,21,50,1,0,20,30,5000,8000,3,13,4,10,12,46,15,63,5,1380,54,70,-20,7500,-1,1,TwoHanded,Shoulder,1,0,28000,10,15,BurstFire;AutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,8,29,AutoShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/AUG.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
G36,G36,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,5,2-5,assigned,google_sheet:ШВ,2-5,3,JAZZ_Caliber_556,23,50,1,0,20,30,5000,6000,3,11,4,8,10,44,16,63,2,1320,46,80,-10,7800,-1,1,TwoHanded,Shoulder,1,0,26000,10,15,BurstFire;AutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,7,31,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/G36.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M16A4,M16A4,assault-rifle,Штурмовые винтовки,AssaultRifle,active,2,5,2-5,assigned,google_sheet:ШВ,2-5,3,JAZZ_Caliber_556,24,50,1,0,20,30,5000,6000,3,14,3,8,8,48,17,62,-5,1200,52,70,-20,8500,-1,1,TwoHanded,Shoulder,1,0,25000,10,14,BurstFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,5,24,BurstShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/M16A4.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Sig550,Sig 550,assault-rifle,Штурмовые винтовки,AssaultRifle,active,3,1,3-1,assigned,google_sheet:ШВ,3-1,2,JAZZ_Caliber_556,24,50,1,0,20,30,6000,6000,3,15,3,6,8,48,17,63,-1,1200,46,85,-30,9500,-1,1,TwoHanded,Shoulder,1,0,50000,10,16,BurstFire;AutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,6,23,BurstShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/Sig550.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Sig550Custom,Sig 550 RIS,assault-rifle,Штурмовые винтовки,AssaultRifle,active,3,2,3-2,assigned,google_sheet:ШВ,3-2,3,JAZZ_Caliber_556,24,50,1,0,20,30,6000,6000,3,15,1,8,6,48,18,63,1,1200,46,85,-30,9500,-1,1,TwoHanded,Shoulder,1,0,100000,10,16,BurstFire;AutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,7,28,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/Sig550Custom.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
AN94,АН-94,assault-rifle,Штурмовые винтовки,AssaultRifle,active,3,UNIQ,3-UNIQ,unique,google_sheet:ШВ,3-UNIQ,3,JAZZ_Caliber_545,27,45,1,0,30,30,5000,6000,3,12,2,6,5,49,18,56,-5,1200,49,75,-20,8800,-1,1,TwoHanded,Shoulder,1,0,300000,10,20,AbakanBurst;AbakanAutoFire;SingleShot;JAZZ_ManeuverAR;JAZZ_ControllableBurst;JAZZ_LargeAutoFire,4,10,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/AN94.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
AR15,ОТКЛЮЧЕНО,assault-rifle,Штурмовые винтовки,AssaultRifle,excluded_disabled,,,,excluded,excluded_disabled,,2,556,0,100,1,0,30,30,5000,3000,3,4,3,10,100,34,,0,0,1440,20,80,0,1000,-1,1,TwoHanded,Shoulder,1,0,4500,10,80,BurstFire;SingleShot;CancelShot,7,32,AutoShots;BaseJamChance;BurstShots;Cumbersome;Damage;DegradePerShot;Grouping;Handling;MaxAimActions;Noise;ObjDamageMod;PenetrationBonus;PenetrationClass;Recoil;RepairCost;WeaponResource;WeaponResourceMax,InventoryItem/AR15.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
SKS,СКС,battle-rifle,Боевые винтовки,BattleRifle,active,1,1,1-1,assigned,google_sheet:БВ,1-1,,JAZZ_Caliber_762x39,28,50,1,0,30,10,6000,5000,3,13,1,1,100,44,16,60,-10,1320,52,75,-30,6000,-1,1,TwoHanded,Shoulder,1,0,1000,10,4,SingleShot;JAZZ_Salvo,0,0,Cost;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/SKS.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Mas36,MAS36,battle-rifle,Боевые винтовки,BattleRifle,active,1,1,1-1,assigned,google_sheet:БВ,1-1,,JAZZ_Caliber_75French,38,80,1,0,50,5,8000,5000,3,11,1,1,100,57,17,40,-32,420,59,85,0,7000,-1,1,TwoHanded,Shoulder,1,0,1000,8,3,SingleShot;JAZZ_Salvo,0,0,BaseJamChance;Cost;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/Mas36.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M1Garand,М1 Гаранд,battle-rifle,Боевые винтовки,BattleRifle,active,1,2,1-2,assigned,google_sheet:БВ,1-2,,JAZZ_Caliber_3006,36,80,1,0,30,8,7000,5000,3,14,1,1,100,60,15,37,-25,900,68,60,0,4000,-1,1,TwoHanded,Shoulder,1,0,2000,8,6,SingleShot;JAZZ_Salvo,2,4,BaseJamChance;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/M1Garand.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
SVT40,СВТ-40,battle-rifle,Боевые винтовки,BattleRifle,active,1,3,1-3,assigned,google_sheet:БВ,1-3,,JAZZ_Caliber_762x54R,38,100,1,0,30,10,7000,7000,3,12,1,1,100,64,17,38,-26,900,70,50,0,2000,-1,1,TwoHanded,Shoulder,1,0,5000,8,5,SingleShot;JAZZ_Salvo,2,2,BaseJamChance;Cumbersome;DegradePerShot;MaxAimActions;ObjDamageMod;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/SVT40.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
FG42,FG42,battle-rifle,Боевые винтовки,BattleRifle,active,1,3,1-3,assigned,google_sheet:БВ,1-2,2,JAZZ_Caliber_792,38,80,1,0,10,20,7000,7000,3,8,3,7,30,53,15,42,-10,960,66,40,0,6500,-1,1,TwoHanded,Shoulder,1,0,3000,12,3,BurstFire;SingleShot;AutoFire;JAZZ_Salvo;JAZZ_LargeAutoFire,2,3,BaseJamChance;BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Reliability;WeaponResourceMax,InventoryItem/FG42.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
G43,G43,battle-rifle,Боевые винтовки,BattleRifle,active,1,3,1-3,assigned,google_sheet:БВ,1-2,,JAZZ_Caliber_792,40,80,1,0,30,10,7000,7000,3,13,1,1,100,58,17,40,-23,900,68,45,0,4000,-1,1,TwoHanded,Shoulder,1,0,2000,8,6,SingleShot;JAZZ_Salvo,1,1,BaseJamChance;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/G43.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
AVT40,АВТ-40,battle-rifle,Боевые винтовки,BattleRifle,active,1,UNIQ,1-UNIQ,unique,google_sheet:БВ,1-UNIQ,,JAZZ_Caliber_762x54R,38,100,1,0,30,15,7000,7000,3,10,3,7,45,64,17,35,-20,900,70,40,5,1000,-1,1,TwoHanded,Shoulder,1,0,1000,8,5,BurstFire;AutoFire;SingleShot;JAZZ_Salvo;JAZZ_LargeAutoFire,1,1,BurstShots;Cost;Cumbersome;DegradePerShot;MaxAimActions;ObjDamageMod;PenetrationBonus;PenetrationClass;Reliability;WeaponResource;WeaponResourceMax,InventoryItem/AVT40.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
AR10,AR-10,battle-rifle,Боевые винтовки,BattleRifle,active,2,1,2-1,assigned,google_sheet:БВ,2-1,2,JAZZ_Caliber_762x51,32,80,1,0,10,20,7000,7000,3,12,3,7,26,54,17,45,-15,960,58,55,-10,6000,-1,1,TwoHanded,Shoulder,1,0,6750,10,10,BurstFire;AutoFire;SingleShot;JAZZ_Salvo;JAZZ_LargeAutoFire,2,12,BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/AR10.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
MAS49,MAS-49/56,battle-rifle,Боевые винтовки,BattleRifle,active,2,1,2-1,assigned,google_sheet:БВ,1-2,,JAZZ_Caliber_75French,36,80,1,0,30,10,7000,7000,3,10,1,1,100,55,16,44,-20,1320,68,55,0,4000,-1,1,TwoHanded,Shoulder,1,0,2000,8,6,SingleShot;JAZZ_Salvo,0,0,BaseJamChance;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/MAS49.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M14SAW,M-14,battle-rifle,Боевые винтовки,BattleRifle,active,2,2,2-2,assigned,google_sheet:БВ,2-2,,JAZZ_Caliber_762x51,33,80,1,0,10,20,7000,7000,3,10,4,7,40,62,17,41,-18,960,65,50,0,4500,-1,1,TwoHanded,Shoulder,1,0,1250,10,10,BurstFire;AutoFire;SingleShot;JAZZ_Salvo;JAZZ_LargeAutoFire,7,34,BaseJamChance;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/M14SAW.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
FNFAL,FN-FAL,battle-rifle,Боевые винтовки,BattleRifle,active,2,3,2-3,assigned,google_sheet:БВ,2-3,2,JAZZ_Caliber_762x51,34,80,1,0,10,20,7000,7000,3,13,3,6,32,56,19,51,-15,960,62,65,-10,7500,-1,1,TwoHanded,Shoulder,1,0,4750,10,11,BurstFire;AutoFire;SingleShot;JAZZ_Salvo;JAZZ_LargeAutoFire,9,34,BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/FNFAL.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Galil,Galil,battle-rifle,Боевые винтовки,BattleRifle,active,2,4,2-4,assigned,google_sheet:БВ,2-4,2,JAZZ_Caliber_762x51,32,80,1,0,10,25,6000,7000,3,12,3,6,34,54,17,52,-23,960,62,75,0,7000,-1,1,TwoHanded,Shoulder,1,0,3200,10,11,BurstFire;AutoFire;SingleShot;JAZZ_Salvo;JAZZ_LargeAutoFire,7,30,BaseJamChance;BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/Galil.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
G3A3,G3A3,battle-rifle,Боевые винтовки,BattleRifle,active,2,5,2-5,assigned,google_sheet:БВ,2-5,2,JAZZ_Caliber_762x51,35,80,1,0,10,20,7000,7000,3,13,2,5,30,58,20,51,-15,960,62,80,-30,9000,-1,1,TwoHanded,Shoulder,1,0,18000,10,13,BurstFire;AutoFire;SingleShot;JAZZ_Salvo;JAZZ_LargeAutoFire,4,16,CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/G3A3.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
G3A4,G3A4,battle-rifle,Боевые винтовки,BattleRifle,active,2,5,2-5,assigned,google_sheet:БВ,2-5,2,JAZZ_Caliber_762x51,35,80,1,0,10,20,7000,7000,3,10,2,5,30,58,20,51,-10,960,62,80,-30,9000,-1,1,TwoHanded,Shoulder,1,0,22000,10,13,BurstFire;AutoFire;SingleShot;JAZZ_Salvo;JAZZ_LargeAutoFire,5,19,CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/G3A4.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Galil_FlagHill,The Hired Gun,battle-rifle,Боевые винтовки,BattleRifle,active,,,,unassigned,,,,JAZZ_Caliber_762x51,34,80,1,0,50,25,6000,7000,3,14,3,6,30,58,18,58,-18,960,62,80,0,9000,-1,1,TwoHanded,Shoulder,1,0,8000,10,12,BurstFire;AutoFire;SingleShot;JAZZ_Salvo;JAZZ_LargeAutoFire,6,13,BaseJamChance;BurstShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/vanillunique/Galil_FlagHill.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Mosin,Винтовка Мосина,sniper-rifle,Снайперские винтовки,SniperRifle,active,1,1,1-1,assigned,google_sheet:СВ,1-1,,JAZZ_Caliber_762x54R,40,80,1,0,50,5,8000,5000,3,13,1,1,100,66,16,41,-35,420,59,90,0,7000,-1,1,TwoHanded,Shoulder,1,0,1000,8,3,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,1,1,BaseJamChance;Cost;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/Mosin.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Gewehr98,Gewehr 98,sniper-rifle,Снайперские винтовки,SniperRifle,active,1,2,1-2,assigned,google_sheet:СВ,1-2,,JAZZ_Caliber_792,42,80,1,0,50,5,8000,5000,3,12,1,1,100,62,15,45,-37,420,60,85,0,5000,-1,1,TwoHanded,Shoulder,1,0,1100,8,3,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,2,6,BaseJamChance;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/Gewehr98.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Springfield,Springfield 1903,sniper-rifle,Снайперские винтовки,SniperRifle,active,1,2,1-2,assigned,google_sheet:СВ,1-2,,JAZZ_Caliber_3006,36,80,1,0,50,5,8000,5000,3,14,1,1,100,58,15,50,-36,420,57,80,0,4500,-1,1,TwoHanded,Shoulder,1,0,1100,8,3,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,1,1,BaseJamChance;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/Springfield.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
FRF2,FR F2,sniper-rifle,Снайперские винтовки,SniperRifle,active,2,2,2-2,assigned,google_sheet:СВ,2-2,2,JAZZ_Caliber_75French,35,80,1,0,50,10,8000,7000,3,16,1,1,100,75,17,48,-25,420,56,75,-10,6000,-1,1,TwoHanded,Shoulder,1,0,12000,14,5,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,4,3,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/FRF2.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
ZastavaM76,Zastava M76,sniper-rifle,Снайперские винтовки,SniperRifle,active,2,2,2-2,assigned,google_sheet:СВ,2-2,,JAZZ_Caliber_792,39,80,1,0,30,10,7000,7000,3,13,1,1,100,68,16,45,-15,720,68,65,-10,7000,-1,1,TwoHanded,Shoulder,1,0,8000,14,8,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,4,4,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/ZastavaM76.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M21,M-21,sniper-rifle,Снайперские винтовки,SniperRifle,active,2,3,2-3,assigned,google_sheet:СВ,2-3,2,JAZZ_Caliber_762x51,33,80,1,0,30,20,7000,7000,3,12,1,1,100,58,17,45,-20,900,63,60,-10,4000,-1,1,TwoHanded,Shoulder,1,0,2500,10,12,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,7,35,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/M21.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
DragunovSVD,Dragunov,sniper-rifle,Снайперские винтовки,SniperRifle,active,2,4,2-4,assigned,google_sheet:СВ,2-4,2,JAZZ_Caliber_762x54R,38,80,1,0,30,10,7000,7000,3,14,1,1,100,72,17,46,-25,720,68,75,-30,8500,-1,1,TwoHanded,Shoulder,1,0,16000,14,10,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,5,16,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/DragunovSVD.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M700,M700,sniper-rifle,Снайперские винтовки,SniperRifle,active,2,4,2-4,assigned,google_sheet:СВ,2-4,2,JAZZ_Caliber_762x51,36,80,1,0,50,5,8000,8000,3,16,1,1,100,78,19,48,-28,420,46,85,-20,4500,-1,1,TwoHanded,Shoulder,1,0,10000,14,5,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,1,1,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/M700.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
G3SniperV1,G3 SG,sniper-rifle,Снайперские винтовки,SniperRifle,active,2,5,2-5,assigned,google_sheet:СВ,2-5,2,JAZZ_Caliber_762x51,35,80,1,0,30,20,7000,7000,3,14,1,1,100,62,20,50,-18,900,68,80,-30,7000,-1,1,TwoHanded,Shoulder,1,0,25000,14,14,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,4,17,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/G3SniperV1.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M24Sniper,M24,sniper-rifle,Снайперские винтовки,SniperRifle,active,2,5,2-5,assigned,google_sheet:СВ,2-5,2,JAZZ_Caliber_762x51,37,80,1,0,50,5,8000,7000,3,17,1,1,100,85,21,46,-28,420,46,90,-20,5500,-1,1,TwoHanded,Shoulder,1,0,35000,14,7,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,6,18,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/M24Sniper.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M1A,M1A,sniper-rifle,Снайперские винтовки,SniperRifle,active,3,1,3-1,assigned,google_sheet:СВ,3-1,2,JAZZ_Caliber_762x51,33,80,1,0,30,20,6000,6000,3,12,1,1,100,58,18,59,-19,900,62,75,-30,4500,-1,1,TwoHanded,Shoulder,1,0,25000,10,12,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,8,32,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/M1A.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
SVU,СВУ,sniper-rifle,Снайперские винтовки,SniperRifle,active,3,2,3-2,assigned,google_sheet:СВ,3-2,2,JAZZ_Caliber_762x54R,38,80,1,0,30,10,6000,9000,3,13,3,6,25,70,18,44,-8,900,30,65,-20,6500,-1,1,TwoHanded,Shoulder,1,0,90000,14,15,SingleShot;BurstFire;JAZZ_JokerShot;JAZZ_Bullseye,3,7,BurstShots;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/SVU.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
ArcticWarfare,Arctic Warfare,sniper-rifle,Снайперские винтовки,SniperRifle,active,3,2,3-2,assigned,google_sheet:СВ,3-2,3,JAZZ_Caliber_762x51,38,80,1,0,50,5,8000,7000,3,20,1,1,100,95,21,42,-35,420,56,90,-30,7000,-1,1,TwoHanded,Shoulder,1,0,65000,14,20,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,2,7,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/ArcticWarfare.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
BarretM82,M82,sniper-rifle,Снайперские винтовки,SniperRifle,active,3,3,3-3,assigned,google_sheet:СВ,3-3,3,JAZZ_Caliber_50BMG,70,300,1,0,30,5,10000,9000,3,15,1,1,100,100,25,29,-82,360,100,50,-20,3000,-1,1,TwoHanded,Shoulder,1,1,120000,16,20,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,4,16,DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/BarretM82.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
PSG1,PSG1,sniper-rifle,Снайперские винтовки,SniperRifle,active,3,3,3-3,assigned,google_sheet:СВ,3-3,3,JAZZ_Caliber_762x51,37,80,1,0,30,5,8000,7000,3,18,1,1,100,85,20,45,-25,720,65,85,-20,9000,-1,1,TwoHanded,Shoulder,1,0,100000,14,25,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,6,25,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/PSG1.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
ScoutSniper,Steyr Scout,sniper-rifle,Снайперские винтовки,SniperRifle,active,3,UNIQ,3-UNIQ,unique,google_sheet:СВ,3-UNIQ,3,JAZZ_Caliber_762x51,34,80,1,0,50,5,6000,7000,3,15,1,1,100,85,21,45,-10,420,40,85,-30,7000,-1,1,TwoHanded,Shoulder,1,0,160000,14,10,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,3,10,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/ScoutSniper.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
DragunovSVD_Custom,Шах и Мат,sniper-rifle,Снайперские винтовки,SniperRifle,active,,,,unassigned,google_sheet:СВ,2-4,2,JAZZ_Caliber_762x54R,38,80,1,0,80,10,7000,7000,3,16,1,1,100,72,17,66,-15,720,68,95,-30,8500,-1,1,TwoHanded,Shoulder,1,0,16000,14,10,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,2,2,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/DragunovSVD_Custom.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
GoldenGun,Gold Fever,sniper-rifle,Снайперские винтовки,SniperRifle,active,,,,unassigned,,,,JAZZ_Caliber_762x51,40,90,1,0,40,20,7000,7000,3,12,1,1,100,62,17,55,-25,720,75,80,0,10000,-1,1,TwoHanded,Shoulder,1,1,12000,16,20,SingleShot;JAZZ_JokerShot;JAZZ_Bullseye,3,8,BaseJamChance;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/vanillunique/GoldenGun.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
